electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,region,district,URE_id,as_of_year
0.382,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL61,PL616,Kujawsko-pomorskie,wąbrzeski,578,2019
6.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,wągrowiecki,3148,2019
79.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,wągrowiecki,3143,2019
1.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,wągrowiecki,3144,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,wągrowiecki,3147,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,wągrowiecki,3146,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,wągrowiecki,3145,2019
0.4,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,węgorzewski,2616,2019
1.0,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,węgorzewski,2805,2019
0.999,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL92,PL925,Mazowieckie,węgrowski,1593,2019
0.129,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL925,Mazowieckie,węgrowski,1414,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL925,Mazowieckie,węgrowski,1594,2019
0.09,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL925,Mazowieckie,węgrowski,1419,2019
82.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL925,Mazowieckie,węgrowski,1592,2019
1.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,598,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,595,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,597,2019
0.675,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,596,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,263,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,364,2019
0.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,264,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,593,2019
1.125,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,592,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,591,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,590,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,589,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,588,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,594,2019
0.313,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,599,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,587,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,601,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,335,2019
0.33,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,340,2019
1.83,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,341,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,342,2019
0.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,353,2019
0.037,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,581,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,323,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,586,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,313,2019
1.545,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,281,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,582,2019
0.95,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,278,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,583,2019
0.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,279,2019
6.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,585,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,602,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,603,2019
0.021,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,604,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,270,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,273,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,609,2019
0.225,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,600,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,606,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,607,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,608,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,237,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,584,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL61,PL619,Kujawsko-pomorskie,włocławski,605,2019
1.03,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,758,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,756,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,757,2019
0.499,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,662,2019
1.063,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,759,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,761,2019
0.952,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,789,2019
0.952,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,784,2019
0.532,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,760,2019
0.36,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,764,2019
0.499,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,762,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,włodawski,763,2019
1.9,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2591,2019
0.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2522,2019
0.015,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2587,2019
0.075,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2588,2019
0.015,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2589,2019
0.988,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2590,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2592,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2593,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2594,2019
4.56,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2596,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2597,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,włoszczowski,2595,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,zambrowski,1976,2019
0.009,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,765,2019
0.006,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,767,2019
0.992,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,786,2019
0.007,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,768,2019
0.626,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,785,2019
0.005,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,769,2019
0.09,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,644,2019
0.026,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,642,2019
0.37,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,770,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,653,2019
0.021,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,771,2019
0.132,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,645,2019
0.017,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,641,2019
0.21,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL812,Lubelskie,zamojski,766,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2494,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2388,2019
0.5,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2387,2019
0.6,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2380,2019
0.042,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2386,2019
0.034,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2381,2019
0.039,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2382,2019
0.012,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2383,2019
0.036,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2384,2019
0.44,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL2,PL22,PL22B,Śląskie,zawierciański,2385,2019
2.7,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1222,2019
0.099,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1230,2019
1.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1229,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1228,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1227,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1226,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1224,2019
0.275,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1231,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,943,2019
0.675,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,945,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1223,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1221,2019
0.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1220,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1219,2019
0.11,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1218,2019
8.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1217,2019
0.1,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1216,2019
0.365,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1225,2019
0.095,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,977,2019
0.199,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1232,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,964,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,zduńskowolski,1233,2019
0.61,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,935,2019
0.1,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,930,2019
0.11,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,978,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,924,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,928,2019
3.07,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,1238,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,1237,2019
0.026,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,1236,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,1235,2019
0.102,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,1234,2019
0.225,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,zgierski,1239,2019
24.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,201,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,182,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,183,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,184,2019
0.1,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,197,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,195,2019
0.4,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,198,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,186,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,193,2019
0.35,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,199,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,185,2019
26.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,200,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,190,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,189,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,188,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,187,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,194,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,191,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,192,2019
0.017,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,44,2019
0.045,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,2,2019
0.24,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,25,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,zgorzelecki,196,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,880,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,873,2019
0.12,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,874,2019
1.0,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,875,2019
0.006,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,876,2019
0.039,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,877,2019
0.039,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,878,2019
0.039,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,879,2019
1.14,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,818,2019
0.5,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL43,PL432,Lubuskie,zielonogórski,802,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL921,Mazowieckie,zwoleński,1601,2019
0.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL921,Mazowieckie,zwoleński,1426,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL921,Mazowieckie,zwoleński,1600,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL921,Mazowieckie,zwoleński,1644,2019
1.56,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL517,Dolnośląskie,ząbkowicki,181,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL517,Dolnośląskie,ząbkowicki,226,2019
0.41,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL517,Dolnośląskie,ząbkowicki,32,2019
0.63,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL517,Dolnośląskie,ząbkowicki,12,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL517,Dolnośląskie,ząbkowicki,220,2019
6.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,złotoryjski,202,2019
0.013,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,złotoryjski,206,2019
0.999,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,złotoryjski,207,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,złotoryjski,205,2019
