electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,region,district,URE_id,as_of_year
0.065,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimski,1286,2019
0.36,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimski,1364,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,1070,2019
0.675,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,1069,2019
0.16,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,1068,2019
0.15,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,933,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,922,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,1067,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,1066,2019
0.23,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,1071,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL712,Łódzkie,pabianicki,956,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1261,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1079,2019
0.15,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1080,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1078,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,925,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1077,2019
0.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,954,2019
4.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1076,2019
0.037,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,938,2019
1.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1075,2019
4.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1074,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1073,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1258,2019
5.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1072,2019
0.996,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,1259,2019
0.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,pajęczański,970,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,parczewski,725,2019
2.4,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,parczewski,728,2019
1.2,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,parczewski,727,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,parczewski,726,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL811,Lubelskie,parczewski,724,2019
0.037,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL91,PL913,Mazowieckie,piaseczyński,1440,2019
0.32,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL91,PL913,Mazowieckie,piaseczyński,1431,2019
0.998,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL91,PL913,Mazowieckie,piaseczyński,1530,2019
1.801,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL91,PL913,Mazowieckie,piaseczyński,1427,2019
1.89,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3077,2019
0.32,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3081,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3082,2019
0.068,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3083,2019
0.04,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3084,2019
0.051,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3079,2019
1.28,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3078,2019
0.36,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,2827,2019
0.054,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,2831,2019
0.526,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,2889,2019
0.002,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3076,2019
0.06,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,2834,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3075,2019
0.9,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,pilski,3080,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1105,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,958,2019
0.04,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1107,2019
3.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1104,2019
0.033,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1103,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,929,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,968,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1108,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1102,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,946,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,973,2019
0.037,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1095,2019
12.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,971,2019
0.38,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1093,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1092,2019
0.226,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1091,2019
0.226,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1090,2019
0.201,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1089,2019
0.201,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1088,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1087,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1086,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1085,2019
5.1,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1084,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1083,2019
5.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1082,2019
5.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1081,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1096,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1097,2019
0.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1094,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1100,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1099,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1101,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,974,2019
0.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1106,2019
1.65,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,1098,2019
0.199,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,piotrkowski,982,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,piski,2794,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,piski,2819,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,piski,2818,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,piski,2793,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,piski,2816,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,piski,2815,2019
0.9,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL623,Warmińsko-mazurskie,piski,2817,2019
0.074,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,pińczowski,2505,2019
0.037,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,pińczowski,2573,2019
0.264,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3085,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3086,2019
36.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3087,2019
0.592,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,2852,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3089,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3091,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3092,2019
1.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3093,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3094,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3096,2019
0.3,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3097,2019
1.65,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3088,2019
0.013,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3095,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,pleszewski,3090,2019
0.06,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,921,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1111,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1110,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1112,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,965,2019
0.02,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1109,2019
5.04,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,962,2019
0.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,955,2019
0.039,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,949,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1127,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1126,2019
0.1,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1125,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1124,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1123,2019
1.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1122,2019
0.55,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,931,2019
0.18,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,940,2019
0.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1113,2019
0.97,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,947,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1114,2019
0.114,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1115,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1121,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1120,2019
0.09,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,944,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1119,2019
0.044,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1116,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1118,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,poddębicki,1117,2019
0.96,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL428,Zachodniopomorskie,policki,3349,2019
0.124,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL516,Dolnośląskie,polkowicki,152,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL516,Dolnośląskie,polkowicki,151,2019
0.499,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL5,PL51,PL516,Dolnośląskie,polkowicki,153,2019
1.0,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL516,Dolnośląskie,polkowicki,150,2019
63.0,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,poznański,3101,2019
0.005,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,poznański,3108,2019
0.408,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,poznański,3109,2019
