Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Company,Clustered
,Heizkraftwerk,22.5,1.0,DE,,,STUR,Natural gas,0.3773,,,,,,,,,,,,yes,,,,,,,,,,,,,,ADM Hamburg Aktiengesellschaft,no
,Trianel Gaskraftwerk ,817.0,2.0,DE,,,COMC,Natural gas,0.576,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,yes
,GKL,230.0,1.0,DE,,,COMC,Natural gas,0.5985,,,,,,,,,,,,yes,,,185,,,,,,,,,,,enercity AG,no
,KWH,102.0,1.0,DE,,,STUR,Natural gas,0.3575,,,,,,,,,,,,yes,,,,,,,,,,,,,,enercity AG,no
,Cuno Heizkraftwerk Herdecke,417.0,1.0,DE,,,COMC,Natural gas,0.5715,,,,,,,,,,,,no,,,n.b.,,,,,,,,,,,Mark-E AG / Statkraft Markets,no
,Wintershall,69.0,1.0,DE,,,COMC,Natural gas,0.5805,,,,,,,,,,,,yes,,,299,,,,,,,,,,,K+S AG,no
,ADS-Anlage,96.5,1.0,DE,,,STUR,Natural gas,0.3982,,,,,,,,,,,,yes,,,,,,,,,,,,,,Infraserv GmbH & Co. Höchst KG,no
,Heizkraftwerk,86.0,1.0,DE,,,STUR,Natural gas,0.3883,,,,,,,,,,,,yes,,,,,,,,,,,,,,Infraserv GmbH & Co. Höchst KG,no
,HKW Jena,182.0,1.0,DE,,,COMC,Natural gas,0.522,,,,,,,,,,,,yes,,,225,,,,,,,,,,,TEAG Thüringer Energie AG,no
,HKW Karcherstr.,11.6,1.0,DE,,,STUR,Natural gas,0.3729,,,,,,,,,,,,yes,,,,,,,,,,,,,,"SWK Stadtwerke Kaiserslautern, Versorgungs-AG",no
,Rheinhafen-Dampfkraftwerk,353.0,1.0,DE,,,COMC,Natural gas,0.531,,,,,,,,,,,,no,,,n.b.,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Heizkraftwerk West,37.0,1.0,DE,,,STUR,Natural gas,0.3674,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Karlsruhe GmbH,no
,Kombi-HKW,48.31,1.0,DE,,,STUR,Natural gas,0.3718,,,,,,,,,,,,yes,,,,,,,,,,,,,,Städtische Werke Energie + Wärme GmbH,no
,HKW Humboldtstr.,209.5,2.0,DE,,,STUR,Natural gas,0.3982,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Stadtwerke Kiel AG,yes
,KW Kirchlengern,125.0,1.0,DE,,,COMC,Natural gas,0.4545,,,,,,,,,,,,no,,,n.b.,,,,,,,,,,,Energieservice Westfalen Weser GmbH,no
,HKW Südstadt,35.0,1.0,DE,,,COMC,Natural gas,0.513,,,,,,,,,,,,yes,,,,,,,,,,,,,,RheinEnergie AG,no
,HKW Niehl 2,413.0,1.0,DE,,,COMC,Natural gas,0.576,,,,,,,,,,,,yes,,,370,,,,,,,,,,,RheinEnergie AG,no
,HKW Merkenich,108.0,1.0,DE,,,COMC,Natural gas,0.558,,,,,,,,,,,,yes,,,80,,,,,,,,,,,RheinEnergie AG,no
,Knapsack Gas I,800.0,1.0,DE,,,COMC,Natural gas,0.5715,,,,,,,,,,,,no,,,n.b.,,,,,,,,,,,Knapsack Power GmbH & Co. KG,no
,Knapsack Gas II,430.0,1.0,DE,,,COMC,Natural gas,0.5985,,,,,,,,,,,,no,,,n.b.,,,,,,,,,,,Statkraft Markets GmbH,no
,KWK-Anlage Krefeld DT,25.8,1.0,DE,,,STUR,Natural gas,0.3839,,,,,,,,,,,,yes,,,,,,,,,,,,,,Cargill Deutschland GmbH,no
,KWK-Anlage Krefeld VM,14.0,1.0,DE,,,ICEN,Natural gas,0.4406,,,,,,,,,,,,yes,,,,,,,,,,,,,,Cargill Deutschland GmbH,no
,Landesbergen Gas,56.0,1.0,DE,,,GTUR,Natural gas,0.3098,,,,,,,,,,,,no,,,,,,,,,,,,,,Statkraft Markets GmbH,no
,Landesbergen Gas,431.0,1.0,DE,,,STUR,Natural gas,0.3553,,,,,,,,,,,,no,,,,,,,,,,,,,,Statkraft Markets GmbH,no
,Heizkraftwerk Leipzig-Nord,167.0,1.0,DE,,,COMC,Natural gas,0.585,,,,,,,,,,,,yes,,,200,,,,,,,,,,,Stadtwerke Leipzig GmbH,no
,GuD Leuna,39.0,1.0,DE,,,COMC,Natural gas,0.531,,,,,,,,,,,,no,,,,,,,,,,,,,,InfraLeuna GmbH,no
,ILK-GuD,35.0,1.0,DE,,,COMC,Natural gas,0.513,,,,,,,,,,,,yes,,,,,,,,,,,,,,InfraLeuna GmbH,no
,ILK-GuD,35.0,1.0,DE,,,COMC,Natural gas,0.513,,,,,,,,,,,,yes,,,,,,,,,,,,,,TOTAL Raffinerie Mitteldeutschland GmbH,no
,ILK-GuD,37.0,1.0,DE,,,COMC,Natural gas,0.513,,,,,,,,,,,,yes,,,,,,,,,,,,,,InfraLeuna GmbH,no
,X-Kraftwerk,25.0,1.0,DE,,,STUR,Natural gas,0.3641,,,,,,,,,,,,yes,,,138.8671875,,,,,,,,,,,Currenta GmbH & Co. OHG,no
,Emsland,1837.0,5.0,DE,,,COMC,Natural gas,0.4535999999999999,,,,,,,,,,,,yes,,,124.0,,,,,,,,,,,RWE Generation SE,yes
,KW Mitte,47.0,1.0,DE,,,GTUR,Natural gas,0.3592,,,,,,,,,,,,yes,,,,,,,,,,,,,,BASF SE,no
,Kraftwerk Mitte,497.5,1.0,DE,,,COMC,Natural gas,0.5625,,,,,,,,,,,,yes,,,540,,,,,,,,,,,BASF SE,no
,Kraftwerk Süd,410.0,1.0,DE,,,COMC,Natural gas,0.5265,,,,,,,,,,,,yes,,,420,,,,,,,,,,,BASF SE,no
,Kraftwerk Mainz,769.2,2.0,DE,,,COMC,Natural gas,0.486,,,,,,,,,,,,yes,,,160,,,,,,,,,,,Kraftwerke Mainz-Wiesbaden AG,yes
,Kraftwerk III,138.7,2.0,DE,,,COMC,Natural gas,0.5535,,,,,,,,,,,,yes,,,390.0,,,,,,,,,,,Evonik Degussa GmbH,yes
,Freimann GT 1,80.0,1.0,DE,,,GTUR,Natural gas,,,,,,,,,,,,,yes,,,,,,,,,,,,,,SWM Services GmbH,no
,Freimann GT 2,80.0,1.0,DE,,,GTUR,Natural gas,,,,,,,,,,,,,no,,,,,,,,,,,,,,SWM Services GmbH,no
,Süd DT1,79.7,1.0,DE,,,COMC,Natural gas,0.45,,,,,,,,,,,,yes,,,75.21597096188748,,,,,,,,,,,SWM Services GmbH,no
,Süd GT3,97.9,1.0,DE,,,COMC,Natural gas,0.45,,,,,,,,,,,,yes,,,92.39201451905626,,,,,,,,,,,SWM Services GmbH,no
,Süd GT2,97.9,1.0,DE,,,COMC,Natural gas,0.45,,,,,,,,,,,,yes,,,92.39201451905626,,,,,,,,,,,SWM Services GmbH,no
,Süd GT 61,124.9,1.0,DE,,,COMC,Natural gas,0.558,,,,,,,,,,,,yes,,,153.63629117959618,,,,,,,,,,,SWM Services GmbH,no
,Süd GT 62,123.9,1.0,DE,,,COMC,Natural gas,0.558,,,,,,,,,,,,yes,,,152.40621679064827,,,,,,,,,,,SWM Services GmbH,no
,Süd DT60,127.6,1.0,DE,,,COMC,Natural gas,0.558,,,,,,,,,,,,yes,,,156.95749202975557,,,,,,,,,,,SWM Services GmbH,no
,Heizkraftwerk Hafen,104.14,1.0,DE,,,COMC,Natural gas,0.5625,,,,,,,,,,,,yes,,,120,,,,,,,,,,,Stadtwerke Münster GmbH,no
,GuD-HKW Neubrandenburg,75.0,1.0,DE,,,COMC,Natural gas,0.5265,,,,,,,,,,,,yes,,,,,,,,,,,,,,Neubrandenburger Stadtwerke GmbH,no
,Cogeneration,25.4,1.0,DE,,,STUR,Natural gas,0.3806,,,,,,,,,,,,yes,,,,,,,,,,,,,,Bayernoil Raffineriegesellschaft mbH,no
,Thyrow,296.0,8.0,DE,,,GTUR,Natural gas,0.34724,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,Lausitz Energie Kraftwerke AG,yes
,HKW Sandreuth,75.0,1.0,DE,,,COMC,Natural gas,0.5625,,,,,,,,,,,,yes,,,142.85714285714286,,,,,,,,,,,N-ERGIE AG,no
,HKW Sandreuth,75.0,1.0,DE,,,COMC,Natural gas,0.5625,,,,,,,,,,,,yes,,,142.85714285714286,,,,,,,,,,,N-ERGIE AG,no
,Franken 1,823.0,2.0,DE,,,COMC,Natural gas,0.42525,,,,,,,,,,,,no,,,30.0,,,,,,,,,,,Uniper Kraftwerke GmbH ,yes
,HKW 1,47.6,2.0,DE,,,STUR,Natural gas,0.36685,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Energieversorgung Oberhausen AG,yes
,Obernburg,100.0,2.0,DE,,,COMC,Natural gas,0.34875,,,,,,,,,,,,yes,,,112.0,,,,,,,,,,,Kraftwerk Obernburg GmbH,yes
,Heizkraftwerk Pforzheim GmbH,11.3,1.0,DE,,,STUR,Natural gas,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Heizkraftwerk Pforzheim GmbH,no
,Heizkraftwerk Pforzheim GmbH,41.2,1.0,DE,,,COMC,Natural gas,0.45,,,,,,,,,,,,yes,,,,,,,,,,,,,,Heizkraftwerk Pforzheim GmbH,no
,Hattorf,52.0,1.0,DE,,,STUR,Natural gas,0.3993,,,,,,,,,,,,yes,,,,,,,,,,,,,,K+S AG,no
,Kraftwerk Plattling,118.5,1.0,DE,,,COMC,Natural gas,0.585,,,,,,,,,,,,yes,,,150,,,,,,,,,,,Kraftwerk Platting GmbH,no
,Kraftwerk Veltheim,65.0,1.0,DE,,,GTUR,Natural gas,0.3124,,,,,,,,,,,,no,,,,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,Kraftwerk Veltheim,335.0,1.0,DE,,,STUR,Natural gas,0.3575,,,,,,,,,,,,no,,,,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,HKW Potsdam-Süd,81.8,1.0,DE,,,STUR,Natural gas,0.3806,,,,,,,,,,,,yes,,,,,,,,,,,,,,Energie und Wasser Potsdam GmbH,no
,BHKW-Hauffstraße,9.84,1.0,DE,,,ICEN,Natural gas,0.4574,,,,,,,,,,,,yes,,,,,,,,,,,,,,FairEnergie GmbH,no
,Solvay Kraftwerk Rheinberg,79.0,1.0,DE,,,STUR,Natural gas,0.3421,,,,,,,,,,,,yes,,,,,,,,,,,,,,Solvay Chemicals GmbH,no
,Gasmotore,9.81,1.0,DE,,,ICEN,Natural gas,0.4574,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Rosenheim GmbH & Co. KG,no
,Gasmotor 4,9.2,1.0,DE,,,ICEN,Natural gas,0.4602,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Rosenheim GmbH & Co. KG,no
,Gasmotor 5,4.3,1.0,DE,,,ICEN,Natural gas,0.4588,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Rosenheim GmbH & Co. KG,no
,GuD Marienehe,108.0,1.0,DE,,,COMC,Natural gas,0.522,,,,,,,,,,,,yes,,,120,,,,,,,,,,,Stadtwerke Rostock AG,no
,HKW Schwarza,26.5,1.0,DE,,,STUR,Natural gas,0.3146,,,,,,,,,,,,yes,,,,,,,,,,,,,,TWS Thüringer Wärme Service GmbH,no
,GuD-Anlage Rüsselsheim,112.1,1.0,DE,,,COMC,Natural gas,0.5355,,,,,,,,,,,,yes,,,88,,,,,,,,,,,Opel Automobile GmbH ,no
,HKW Römerbrücke,75.0,1.0,DE,,,COMC,Natural gas,0.5625,,,,,,,,,,,,yes,,,141.0,,,,,,,,,,,Energie SaarLorLux AG,no
,GuD Schwarzheide,122.0,1.0,DE,,,COMC,Natural gas,0.513,,,,,,,,,,,,yes,,,209,,,,,,,,,,,BASF Schwarzheide GmbH,no
,HKW Schwerin Süd,67.9,2.0,DE,,,STUR,Natural gas,0.3784,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,yes
,GuD Anlage Spreetal,50.0,1.0,DE,,,COMC,Natural gas,,,,,,,,,,,,,no,,,,,,,,,,,,,,Alpiq Spreetal GmbH,no
,Dow Stade,190.0,1.0,DE,,,STUR,Natural gas,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Dow Deutschland Anlagengesellschaft mbH,no
,Dow Stade,157.0,1.0,DE,,,COMC,Natural gas,0.6075,,,,,,,,,,,,yes,,,n.b.,,,,,,,,,,,Dow Deutschland Anlagengesellschaft mbH,no
,GuD-Ikw Staßfurt,109.0,2.0,DE,,,COMC,Natural gas,0.6075,,,,,,,,,,,,yes,,,160.0,,,,,,,,,,,CIECH Energy Deutschland GmbH,yes
,Heizkraftwerk Stuttgart-Gaisburg,55.0,1.0,DE,,,GTUR,Natural gas,,,,,,,,,,,,,no,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,BHKW Obere Viehweide,13.4,1.0,DE,,,STUR,Natural gas,0.385,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Tübingen GmbH,no
,Gemeinschaftskraftwerk Irsching ,846.0,1.0,DE,,,COMC,Natural gas,0.585,,,,,,,,,,,,no,,,n.b.,,,,,,,,,,,Gemeinschaftskraftwerk Irsching GmbH,no
,Ulrich Hartmann (Irsching),561.0,1.0,DE,,,COMC,Natural gas,0.5895,,,,,,,,,,,,no,,,n.b.,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,Weisweiler,200.0,1.0,DE,,,GTUR,Natural gas,0.3956,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Power AG,no
,Weisweiler,200.0,1.0,DE,,,GTUR,Natural gas,0.3956,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Power AG,no
,Gersteinwerk,55.0,1.0,DE,,,COMC,Natural gas,0.4185,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Generation SE,no
,Gersteinwerk,55.0,1.0,DE,,,COMC,Natural gas,0.4185,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Generation SE,no
,Gersteinwerk,55.0,1.0,DE,,,STUR,Natural gas,0.3553,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Generation SE,no
,Gersteinwerk,55.0,1.0,DE,,,STUR,Natural gas,0.3553,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Generation SE,no
,Gersteinwerk,355.0,1.0,DE,,,STUR,Natural gas,0.3553,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Generation SE,no
,Gersteinwerk,355.0,1.0,DE,,,COMC,Natural gas,0.4185,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Generation SE,no
,Gersteinwerk,355.0,1.0,DE,,,COMC,Natural gas,0.4185,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Generation SE,no
,Gersteinwerk,112.0,1.0,DE,,,GTUR,Natural gas,0.3384,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Generation SE,no
,Wi-Biebrich,25.015,1.0,DE,,,STUR,Natural gas,0.3916,,,,,,,,,,,,yes,,,,,,,,,,,,,,InfraServ GmbH & Co. Wiesbaden KG,no
,Spitzenlastkraftwerk Wolfen,40.0,1.0,DE,,,STUR,Natural gas,0.3817,,,,,,,,,,,,no,,,,,,,,,,,,,,envia THERM GmbH,no
,HKW Barmen,88.019,1.0,DE,,,COMC,Natural gas,0.5625,,,,,,,,,,,,yes,,,80.0,,,,,,,,,,,WSW Energie & Wasser AG,no
,Heizkraftwerke an der Friedensbrücke,23.0,1.0,DE,,,STUR,Natural gas,0.3531,,,,,,,,,,,,yes,,,,,,,,,,,,,,Heizkraftwerk Würzburg GmbH,no
,Heizkraftwerke an der Friedensbrücke,25.0,1.0,DE,,,STUR,Natural gas,0.3773,,,,,,,,,,,,yes,,,,,,,,,,,,,,Heizkraftwerk Würzburg GmbH,no
,Heizkraftwerke an der Friedensbrücke,29.5,1.0,DE,,,GTUR,Natural gas,0.4034,,,,,,,,,,,,yes,,,,,,,,,,,,,,Heizkraftwerk Würzburg GmbH,no
,Heizkraftwerke an der Friedensbrücke,44.5,1.0,DE,,,GTUR,Natural gas,0.393,,,,,,,,,,,,yes,,,,,,,,,,,,,,Heizkraftwerk Würzburg GmbH,no
,Zielitz,27.0,1.0,DE,,,STUR,Natural gas,0.3806,,,,,,,,,,,,yes,,,,,,,,,,,,,,K+S AG,no
,Gaskraftwerk,28.3,2.0,DE,,,STUR,Natural gas,0.3772999999999999,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Smurfit Kappa Zülpich Papier GmbH,yes
,UPM Augsburg,29.0,1.0,DE,,,STUR,Natural gas,0.3487,,,,,,,,,,,,yes,,,,,,,,,,,,,,UPM GmbH Werk Augsburg,no
,Heizkraftwerk,20.4,1.0,DE,,,STUR,Natural gas,0.3586,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Augsburg Energie GmbH,no
,HKW Bad Salzungen,9.7,1.0,DE,,,STUR,Natural gas,0.3784,,,,,,,,,,,,yes,,,,,,,,,,,,,,TEAG Thüringer Energie AG,no
,Industriekraftwerk Breuberg,11.4,1.0,DE,,,STUR,Natural gas,0.3839,,,,,,,,,,,,yes,,,,,,,,,,,,,,Pirelli Deutschland GmbH,no
,Energiezentrale,10.2,1.0,DE,,,GTUR,Natural gas,0.3566,,,,,,,,,,,,yes,,,,,,,,,,,,,,RÜTGERS Germany GmbH,no
,Energiezentrale,0.9,1.0,DE,,,STUR,Natural gas,0.3905,,,,,,,,,,,,yes,,,,,,,,,,,,,,RÜTGERS Germany GmbH,no
,Heizkraftwerk,10.0,1.0,DE,,,GTUR,Natural gas,0.3774,,,,,,,,,,,,yes,,,,,,,,,,,,,,Merck KGaA,no
,GHD,13.4,2.0,DE,,,GTUR,Natural gas,0.3722,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,GHD Bayernwerk Natur GmbH & Co. KG,yes
,"MT, Düren",14.0,1.0,DE,,,STUR,Natural gas,0.319,,,,,,,,,,,,yes,,,,,,,,,,,,,,Metsä Tissue GmbH (Werk Düren),no
,BHKW an Klinkerweg,10.2,1.0,DE,,,STUR,Natural gas,0.385,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Erkrath GmbH,no
,KWKK Heidelberg,13.5,1.0,DE,,,STUR,Natural gas,0.3861,,,,,,,,,,,,yes,,,,,,,,,,,,,,innogy SE,no
,P&L Werk Appeldorn,11.4,1.0,DE,,,STUR,Natural gas,0.3872,,,,,,,,,,,,yes,,,,,,,,,,,,,,Pfeifer & Langen GmbH & Co. KG,no
,HKW Merkenich,15.5,1.0,DE,,,STUR,Natural gas,0.396,,,,,,,,,,,,yes,,,28.6784140969163,,,,,,,,,,,RheinEnergie AG,no
,HKW Merheim,15.8,1.0,DE,,,COMC,Natural gas,0.5445,,,,,,,,,,,,yes,,,,,,,,,,,,,,RheinEnergie AG,no
,P&L Werk Lage,10.2,1.0,DE,,,STUR,Natural gas,0.4037,,,,,,,,,,,,yes,,,,,,,,,,,,,,Pfeifer & Langen GmbH & Co. KG,no
,HKW-West,22.7,2.0,DE,,,STUR,Natural gas,0.37455,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Stadtwerke Lemgo GmbH,yes
,BHKW Ludwigshafen,12.5,1.0,DE,,,STUR,Natural gas,0.3938,,,,,,,,,,,,yes,,,,,,,,,,,,,,MVV Energie AG,no
,Industriekraftwerk Ludwigshafen,11.96,1.0,DE,,,COMC,Natural gas,0.5535,,,,,,,,,,,,yes,,,,,,,,,,,,,,MVV Energie AG,no
,GuD-Kraftwerk,17.2,1.0,DE,,,COMC,Natural gas,0.5625,,,,,,,,,,,,yes,,,,,,,,,,,,,,Energie- und Medienversorgung Sandhofer Straße GmbH & Co. KG,no
,PWG,10.6,2.0,DE,,,STUR,Natural gas,0.3718,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Peißenberger Wärmegesellschaft mbH,yes
,Kraftwerk Meggle,15.1,1.0,DE,,,STUR,Natural gas,0.385,,,,,,,,,,,,yes,,,,,,,,,,,,,,Molkerei MEGGLE Wasserburg GmbH & Co. KG,no
,UPM Schongau,64.0,1.0,DE,,,STUR,Natural gas,0.3344,,,,,,,,,,,,yes,,,,,,,,,,,,,,UPM GmbH,no
,HKW3 UPM Schongau,76.0,1.0,DE,,,STUR,Natural gas,0.4004,,,,,,,,,,,,yes,,,,,,,,,,,,,,UPM GmbH,no
,Heizkraftwerk Sindelfingen,129.14,3.0,DE,,,STUR,Natural gas,0.3989333333333333,,,,,,,,,,,,yes,,,102.0,,,,,,,,,,,Daimler AG,yes
,HKW Bohrhügel,13.5,1.0,DE,,,STUR,Natural gas,0.3795,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Suhl/Zella-Mehlis GmbH,no
,Unterbreizbach,20.0,1.0,DE,,,STUR,Natural gas,0.3795,,,,,,,,,,,,yes,,,,,,,,,,,,,,K+S AG,no
,Co-Generation,11.5,1.0,DE,,,STUR,Natural gas,0.3751,,,,,,,,,,,,yes,,,,,,,,,,,,,,Grace GmbH,no
,Sigmundshall,11.0,1.0,DE,,,STUR,Natural gas,0.3564,,,,,,,,,,,,yes,,,,,,,,,,,,,,K+S AG,no
,IHKW Heidenheim,31.65,2.0,DE,,,STUR,Natural gas,0.37565,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Sales & Solutions GmbH,yes
,Kraftwerk,3.0,1.0,DE,,,STUR,Natural gas,0.3795,,,,,,,,,,,,yes,,,,,,,,,,,,,,Martinswerk GmbH,no
,Energiezentrale 1992,26.3,2.0,DE,,,STUR,Natural gas,0.3883,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Flughafen München GmbH,yes
,Erweiterung Energiezentrale 2003,7.44,1.0,DE,,,STUR,Natural gas,0.3883,,,,,,,,,,,,yes,,,,,,,,,,,,,,Terminal 2 Gesellschaft mbH & Co oHG,no
,HBB,24.0,1.0,DE,,,STUR,Natural gas,0.3861,,,,,,,,,,,,yes,,,,,,,,,,,,,,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbh,no
,K&N PFK AG EV,13.11,1.0,DE,,,COMC,Natural gas,0.5085,,,,,,,,,,,,yes,,,,,,,,,,,,,,Kübler & Niethammer Papierfabrik Kriebstein AG,no
,INEOS Kraftwerk,24.0,1.0,DE,,,STUR,Natural gas,0.3795,,,,,,,,,,,,yes,,,,,,,,,,,,,,INEOS Solvents Germany GmbH,no
,HKW Pfaffenwald,35.1375,3.0,DE,,,STUR,Natural gas,0.3575,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Universität Stuttgart,yes
,KWK-Anlage,14.8,1.0,DE,,,COMC,Natural gas,0.549,,,,,,,,,,,,yes,,,,,,,,,,,,,,CR3-Kaffeeveredelung M. Hermsen GmbH,no
,PKV Kraftwerk,58.1,1.0,DE,,,STUR,Natural gas,0.3729,,,,,,,,,,,,yes,,,,,,,,,,,,,,Papier- u. Kartonfabrik Varel GmbH & Co. KG,no
,PKV Kraftwerk,0.48,1.0,DE,,,STUR,Natural gas,0.3498,,,,,,,,,,,,no,,,,,,,,,,,,,,Papier- u. Kartonfabrik Varel GmbH & Co. KG,no
,Holthausen,84.0,1.0,DE,,,STUR,Natural gas,0.3278,,,,,,,,,,,,yes,,,,,,,,,,,,,,Henkel AG & Co. KGaA,no
,Heizkraftwerk,27.0,1.0,DE,,,STUR,Natural gas,,,,,,,,,,,,,yes,,,,,,,,,,,,,,DS Smith Paper Deutschland GmbH,no
,GuD-Anlage,47.0,1.0,DE,,,COMC,Natural gas,0.5985,,,,,,,,,,,,yes,,,,,,,,,,,,,,DS Smith Paper Deutschland GmbH,no
,EVC / GLOBALFOUNDRIES,34.3,1.0,DE,,,STUR,Natural gas,0.3828,,,,,,,,,,,,yes,,,,,,,,,,,,,,Energieversorgungscenter Dresden-Wilschdorf GmbH & Co. KG,no
,EZ1,23.3,1.0,DE,,,STUR,Natural gas,0.3773,,,,,,,,,,,,no,,,,,,,,,,,,,,"Südzucker AG, Werk Zeitz",no
,Heizkraftwerk zur Papierfabrik,18.1,1.0,DE,,,STUR,Natural gas,0.3806,,,,,,,,,,,,yes,,,,,,,,,,,,,,Delkeskamp Verpackungswerke GmbH,no
,Steinitz,11.4,1.0,DE,,,STUR,Natural gas,0.3839,,,,,,,,,,,,yes,,,,,,,,,,,,,,Neptune Energy Deutschland GmbH,no
,FS-Karton,18.879,1.0,DE,,,STUR,Natural gas,0.3762,,,,,,,,,,,,yes,,,,,,,,,,,,,,FS-Karton GmbH,no
,STW,18.72,1.0,DE,,,STUR,Natural gas,0.3817,,,,,,,,,,,,yes,,,,,,,,,,,,,,Schoeller Technocell GmbH & Co. KG,no
,Heizkraftwerk Evonik Rheinfelden,15.68,1.0,DE,,,STUR,Natural gas,0.3619,,,,,,,,,,,,yes,,,,,,,,,,,,,,Evonik Degussa GmbH,no
,KWK AOS GmbH,30.72,1.0,DE,,,GTUR,Natural gas,0.4112,,,,,,,,,,,,yes,,,,,,,,,,,,,,Aluminium Oxid Stade GmbH,no
,GT1 ,18.6,4.0,DE,,,GTUR,Natural gas,0.36375,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Prinovis GmbH & Co. KG,yes
,GUD-Anlage DREWSEN,13.0,1.0,DE,,,COMC,Natural gas,0.54,,,,,,,,,,,,yes,,,,,,,,,,,,,,DREWSEN SPEZIALPAPIERE GmbH & Co. KG,no
,Gas- u. Dampfturbinenanlage Südraum,38.61,1.0,DE,,,STUR,Natural gas,0.3982,,,,,,,,,,,,yes,,,,,,,,,,,,,,ZF Friedrichshafen AG,no
,GTKW Darmstadt,94.6,1.0,DE,,,GTUR,Natural gas,0.4138,,,,,,,,,,,,no,,,,,,,,,,,,,,Entega AG,no
,Heizkraftwerk Stendal,13.2,1.0,DE,,,STUR,Natural gas,0.3784,,,,,,,,,,,,yes,,,,,,,,,,,,,,"Stadtwerke - Altmärkische Gas-, Wasser- u. E-Werke Stendal GmbH",no
,Kraftwerk 3,33.7,2.0,DE,,,STUR,Natural gas,0.3817,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Papierfabrik Adolf Jass GmbH & Co. KG,yes
,Werk Nordstemmen,30.6,1.0,DE,,,STUR,Natural gas,0.3333,,,,,,,,,,,,yes,,,,,,,,,,,,,,"Nordzucker AG, Werk Nordstemmen",no
,Werk Clauen,17.11,1.0,DE,,,STUR,Natural gas,0.3883,,,,,,,,,,,,yes,,,,,,,,,,,,,,"Nordzucker AG, Werk Clauen",no
,Heizkraftwerk Krefeld,12.6,1.0,DE,,,STUR,Natural gas,0.3971,,,,,,,,,,,,yes,,,,,,,,,,,,,,SWK ENERGIE GmbH,no
,HKW Wiesengrund,22.1,1.0,DE,,,STUR,Natural gas,0.3773,,,,,,,,,,,,yes,,,,,,,,,,,,,,Opel Automobile GmbH,no
,Werk Klein Wanzleben,23.4,1.0,DE,,,STUR,Natural gas,0.3784,,,,,,,,,,,,no,,,,,,,,,,,,,,Nordzucker AG,no
,BP Werk Lingen,66.0,1.0,DE,,,STUR,Natural gas,0.3806,,,,,,,,,,,,yes,,,,,,,,,,,,,,BP Europa SE,no
